quality	clickbait	title	url	data
			http://www.polsatsport.pl/wiadomosc/2018-02-16/hat-trick-hamalainena-legia-warszawa-rozbila-slask-wroclaw/	{'tags': ['meczem', 'Śląska', 'piłkarze', 'Polski', 'Legii', 'Gliwicach', 'Warszawie', 'Łazienkowskiej', 'bramkową', 'meczu', 'Marek Saganowski'], 'title': 'Umarł król, niech żyje król! Legia zmiażdżyła Śląsk i świętuje tytuł mistrza Polski!', 'author': 'Sebastian Kuśpik', 'timestamp': '2 czerwca 2013'}
			https://tvnwarszawa.tvn24.pl/informacje,news,cudowne-akcje-hat-trick-w-dziesiec-minut-legia-zmiazdzyla-slask,252926.html	{'tags': ['Legia Warszawa', 'Piłkarze', 'Romeo Jozaka', 'Śląskowi Wrocław', 'Kasper Hamalainen', 'hat-tricka'], 'title': 'Cudowne akcje, hat-trick w dziesięć minut. Legia zmiażdżyła Śląsk', 'timestamp': '16.02.2018', 'source': 'pqv, SPORT.TVN24.PL'}
5	4	hajs na żłobki	http://tuteraz.pl/warszawa/17/02/2018/wiecej-miejsc-w-warszawskich-zlobkach-14-milionow-zlotych-z-ministerstwa/	{'tags': ['Warszawie', 'Maluch+', 'żłobkach', 'Polsce', 'ministerstwa', 'milionów'], 'title': 'Więcej miejsc w warszawskich żłobkach. 14 milionów złotych z ministerstwa', 'author': 'Redakcja', 'timestamp': '7 lutego 2018'}
			https://tvnwarszawa.tvn24.pl/informacje,news,wiecej-miejsc-w-zlobkach-br14-milionow-zlotych-z-ministerstwa,252924.html	{'tags': ['Warszawa', 'Maluch+', 'Ministerstwo Rodziny', 'Pracy i Polityki Społecznej', 'Hanna Gronkiewicz-Waltz', 'Warszawy', 'żłobków'], 'title': 'Więcej miejsc w żłobkach. ', 'timestamp': '16.02.2018', 'source': 'bb/b'}
			http://www.portalsamorzadowy.pl/polityka-i-spoleczenstwo/dodatkowe-14-mln-zl-na-zlobki-w-warszawie,104171.html	{'tags': ['Maluch+', 'żłobków', 'Stolica', 'Hanna Gronkiewicz-Waltz', 'Warszawy', 'Wilanowie', 'Mokotowie', 'Bielanach', 'Bemowie', 'budżetu'], 'title': 'Dodatkowe 14 mln zł na żłobki w Warszawie', 'author': 'JS', 'timestamp': '15 lutego 2018'}
5	2	dzieci bez telefonów	https://warszawa.onet.pl/wypoczynek-bez-komorki-ciekawy-pomysl-urzednikow-z-mokotowa/vczby60	{'tags': ['Opiekun', 'telefony', 'dzieci', 'komórek', 'obozach', 'Mokotów', 'dzielnicy', 'warszawskiej', 'Mokotowa', 'ograniczenia'], 'title': 'Wypoczynek bez komórki. Ciekawy pomysł urzędników z Mokotowa', 'author': 'Piotr Halicki', 'timestamp': ' 16 lut,'}
			https://tvnwarszawa.tvn24.pl/informacje,news,mokotow-kontra-fonoholizm-ogranicza-telefony-na-obozach,252837.html	{'tags': ['Mokotowski', 'urząd', 'dzielnicy', 'komórkowych', 'telefonów', 'Wydziały Spraw Społecznych', 'wyjazdów', 'obozów', 'wypoczynku', 'zobowiązani'], 'source': 'kk/mś', 'title': 'Mokotów kontra "fonoholizm". Ograniczą telefony na obozach', 'timestamp': '16.02.2018'}
			http://tuteraz.pl/warszawa/17/02/2018/urzad-kontra-fonoholizm-dzieciecy-ogranicza-telefony-na-obozach/	{'tags': ['Urząd', 'fonoholizm', 'dziecięcy', 'telefony', 'dzielnicy', 'Mokotów', 'ograniczy ', 'Wydziały Spraw Społecznych i Oświaty'], 'title': 'Urząd kontra „fonoholizm dziecięcy”. Ograniczą telefony na obozach', 'author': 'Redakcja', 'timestamp': '17 lutego 2018'}
			http://warszawa.wyborcza.pl/warszawa/7,54420,23030566,wakacje-bez-telefonow-mokotow-zmienia-zasady-z-powodu-fonoholizmu.html	{'tags': ['telefonach', 'Urzędnicy', 'Mokotowa', 'Moniki Gołębiewskiej-Kozakiewicz', 'burmistrza ', 'Mokotów', 'fonoholizm', 'organizowanego', 'wypoczynku', 'narkomania', 'alkoholizm', 'elektroniki'], 'title': 'Wakacje bez telefonów. Mokotów zmienia zasady z powodu fonoholizmu', 'author': 'Małgorzata Zubik', 'timestamp': '16 lutego 2018'}
2	1	odbierano godność komisja	https://tvnwarszawa.tvn24.pl/informacje,news,odbierano-godnosc-brkontra-jestesmy-nekani,252729.html	{'tags': ['Komisja', 'Lutosławskiego', 'Radca', 'biciu', 'lokatorów', 'pogróżkami', 'właściciela', 'urzędu miasta', 'Mąż', 'gnębicielem'], 'timestamp': '15.02.2018', 'source': 'ran,PAP/b/mś', 'title': 'Odbierano godność'}
2	5	adopcja kotów	https://tvnwarszawa.tvn24.pl/informacje,news,ochota-na-kota-punkt-adopcyjny-zamiast-sklepu-z-alkoholem,252827.html	{'tags': ['kota', 'Henryk Strzelczyk', 'Grójeckiej', 'dyrektor', 'schroniska', 'Na Paluchu', 'kotów', 'adopcji', 'stołecznego', 'Warszawy'], 'title': '"Ochota na kota". Punkt adopcyjny zamiast sklepu z alkoholem', 'timestamp': '15.02.2018', 'source': 'PAP/bb/b'}
			http://tuteraz.pl/warszawa/16/02/2018/ochota-na-kota-punkt-adopcyjny-zamiast-sklepu-z-alkoholem/	{'tags': ['Ochota na kota', 'Punkt adopcyjny ', 'Grójeckiej', 'Warszawie', 'adopcyjny', 'Górą Kalwarią', 'zwierząt', 'przeciwdziałania ', 'Warszawy'], 'title': '„Ochota na kota”. Punkt adopcyjny zamiast sklepu z alkoholem', 'timestamp': '16 lutego 2018', 'author': 'Redakcja'}
5	5	trzęsienie ziemi	http://www.se.pl/wiadomosci/swiat/trzesieni-ziemi-w-wielkiej-brytanii-tak-poteznego-nie-bylo-pod-ponad-stu-lat_1040913.html	{'tags': ['Trzęsienie ziemi', 'Wielkiej Brytanii', 'Brytyjskiej Służby Geologicznej ', 'BSG', 'Amerykańska Służba Geologiczna', 'Epicentrum', 'Swansea', 'Uniwersytet Swansea', 'poszkodowanych', 'zniszczeniach', 'wstrząsy'], 'title': 'Trzęsieni ziemi w Wielkiej Brytanii! Tak potężnego nie było od ponad stu lat!', 'timestamp': '17.02.2018', 'author': 'mra'}
			http://niezalezna.pl/217335-najsilniejsze-od-lat-trzesienie-ziemi-w-wielkiej-brytanii	{'tags': ['BGS', 'Wielkiej Brytanii', 'Kanałem Bristolskim', 'Swansea', 'wstrząsach', 'Trzęsienie ziemi', 'magnitudzie', 'Walię ', 'brytyjskie', 'geologiczne', 'zniszczeniach'], 'source': 'PAP, niezalezna.pl ', 'title': 'Najsilniejsze od lat trzęsienie ziemi w Wielkiej Brytanii', 'timestamp': '17.02.2018,', 'author': 'redakcja'}
			https://www.polishexpress.co.uk/pilne-trzesienie-ziemi-o-magnitudzie-4-7-uderza-w-wielka-brytanie	{'tags': ['Swansea', 'trzęsienia', 'Liverpoolu', 'Kornwalii', 'Epicentrum', 'EMSC', 'Paryżu', 'trzęsienia ', 'Trzęsienie ziemi '], 'title': 'PILNE! Trzęsienie ziemi o magnitudzie 4.7 uderza w Wielką Brytanię', 'timestamp': '19.02.2018'}
			http://www.rp.pl/Swiat/180219431-Silne-trzesienie-ziemi-w-Wielkiej-Brytanii.html	{'tags': ['Wstrząsy', 'sejsmiczne', 'Richtera', 'Anglii', 'Walii', 'wstrząsów', 'Wielkiej Brytanii', 'geologiczne'], 'title': 'Silne trzęsienie ziemi w Wielkiej Brytanii', 'timestamp': '17.02.2018', 'source': 'rp.pl'}
			http://www.gazetaprawna.pl/artykuly/1105176,trzesienie-ziemi-w-poludniowej-walii.html	{'tags': ['Trzęsienie ziemi', 'magnitudzie', 'Anglię', 'BGS', 'Walię ', 'służby ', 'geologiczne', 'ofiarach', 'zniszczeniach', 'Swansea', 'ewakuowano', 'Wielkiej Brytanii'], 'title': 'Wielka Brytania: Trzęsienie ziemi w południowej Walii', 'timestamp': '17.02.2018', 'source': 'PAP'}
			https://tvnmeteo.tvn24.pl/informacje-pogoda/swiat,27/trzesienie-ziemi-w-wielkiej-brytanii-najwieksze-w-tym-rejonie-od-ponad-stu-lat,252948,1,0.html	{'tags': ['Brytyjska Służba Geologiczna', 'Wielkiej Brytanii', 'zatrzęsła', 'trzęsienie ziemi', 'magnitudzie', 'Amerykańska Służba Geologiczna.', 'Wstrząsy', 'Walii', 'Anglii', 'epicentrum', 'Swansea'], 'title': 'Trzęsienie ziemi w Wielkiej Brytanii. ', 'timestamp': '2018-02-17', 'author': '//aw', 'source': 'USGS, BGS, Reuters, Independent'}
5	5	teheran samolot się rozbił	http://www.rp.pl/Katastrofy/180219420-Samolot-pasazerski-rozbil-sie-w-Iranie.html	{'tags': ['Iranie', 'katastrofy', 'samolotu', 'pasażerskiego', 'zginęli', 'Jasudżu', 'Teheranu', 'Semirom', 'Isfahan', 'lotniska', 'ratunkowe', 'Ekipy', 'pogodowe', 'warunki ', 'awaryjnie', 'lądować'], 'title': 'Samolot pasażerski rozbił się w Iranie', 'timestamp': '18.02.2018', 'author': 'mk', 'source': 'rp.pl'}
			http://niezalezna.pl/217352-katastrofa-lotnicza-w-iranie-rozbil-sie-samolot-pasazerski-wszystkie-osoby-na-pokladzie-zginely	{'tags': ['Irański', 'samolot', 'pasażerski', 'Iranu', 'Semirom', 'Jasudż', 'Teheranu', ' Aseman Airlines', 'AFP', 'Jasudżu', 'helikoptery', 'ratunkowe', 'zginęły'], 'title': 'Katastrofa lotnicza w Iranie. Rozbił się samolot pasażerski - wszystkie osoby na pokładzie zginęły', 'timestamp': '18.02.2018', 'author': 'redakcja', 'source': 'PAP, rmf24.pl, bbc.com, niezalezna.pl '}
			http://www.newsweek.pl/swiat/ludzie/katastrofa-samolotu-pasazerskiego-w-iranie,artykuly,423505,1.html	{'tags': ['Irański', 'samolot', 'pasażerski', 'rozbił się', 'pokładzie', 'Semirom', 'agencja', 'AFP', 'Jasudż', 'Teheranu', 'Jasudżu', 'ATR 72-500', 'BBC', 'Aseman', 'katastrofy', 'nie przeżył', 'warunków', 'pogodowych'], 'title': 'Z ostatniej chwili: katastrofa samolotu pasażerskiego w Iranie. Nikt nie przeżył', 'timestamp': ' 18.02.2018', 'author': 'PJ'}
			http://www.rmf24.pl/fakty/swiat/news-katastrofa-samolotu-w-iranie-nie-zyje-66-osob,nId,2546477	{'tags': ['katastrofie pasażerskiego', 'turbośmigłowego', 'samolotu', 'ATR 72', 'irańskich', 'Aseman Airlines', 'Mohammad Tabatabai', 'Semirom', 'śmierć', 'poniosły', 'katastrofy', 'Teheranu', 'Zagros', 'Isfahan', 'Tabatai'], 'title':'Katastrofa samolotu w Iranie. Nie żyje 66 osób', 'timestamp': '18 lutego', 'author': 'az', 'source': 'RMF24-PAP'}
			https://www.tvn24.pl/wiadomosci-ze-swiata,2/iran-rozbil-sie-samolot-pasazerski-kilkadziesiat-osob-na-pokladzie,816065.html	{'tags': ['Aseman Airlines', 'Semirom', 'Mohammad Tabatabai', 'ATR 72', 'turbośmigłowego', 'samolotu', 'śmierć', 'poniosły', 'rozbił się', 'samolot'], 'title': 'Rozbił się irański samolot pasażerski. 66 osób nie żyje', 'timestamp': '18 lutego 2018', 'author': 'js//now', 'source': 'Reuters, PAP, APTN'}
5	5	nowy prezes orlenu	http://www.rp.pl/Energianews/302059892-Daniel-Obajtek-stanie-na-czele-Orlenu.html	{'tags': ['Energi', 'prezes', 'Daniel Obajtek', 'rezygnację', 'PKN Orlen', 'Agencji Restrukturyzacji i Modernizacji Rolnictwa', 'Pcim', 'gminy', 'radnym', 'samorządach', 'koncernu', 'gdańskiego'], 'title': 'Daniel Obajtek stanie na czele Orlenu', 'timestamp': '06.02.2018', 'author': 'Aneta Wieczerzak-Krusińska', 'source': 'rp.pl'}
			https://businessinsider.com.pl/firmy/zarzadzanie/daniel-obajtek-kim-jest-nowy-prezes-pkn-orlen/642x3l9	{'tags': ['Daniel Obajtek ', 'Wojciecha Jasińskiego', 'zastąpił', 'PKN Orlen', 'prezesa', 'naftowego ', 'Energi SA', 'Agencji Restrukturyzacji i Modernizacji Rolnictwa', 'prezesem', 'stanowisko', 'budżet', 'działacza', 'samorządowego', 'spółek'], 'title': 'PKN Orlen ma nowego prezesa. Kim jest Daniel Obajtek', 'source': 'Business Insider Polska , PAP', 'timestamp': '6 lut'}
			https://www.tvn24.pl/polska-i-swiat,33,m/polska-i-swiat-daniel-obajtek-nowy-prezes-orlenu-za-jasinskiego,812831.html	{'tags': ['Daniel Obajtek', 'Wojciecha Jasińskiego.', 'PKN Orlen', 'karierę', 'prezes', 'koncernu', 'rekordowym'], 'title': 'Nowy prezes Orlenu. Kim jest Daniel Obajtek?', 'timestamp': '07 lutego 2018', 'source': 'tvn24'}
			http://wyborcza.pl/7,155290,23004311,prezes-dal-tej-zmianie-zielone-swiatlo-w-korporacji-nowy-prezes.html	{'tags': ['Orlenu', 'Akcje', 'PiS', 'spółką', 'przejął', 'Wojciecha Jasińskiego', 'Daniel Obajtek'], 'source': "{'tags': ['Daniel Obajtek', 'Wojciecha Jasińskiego.', 'PKN Orlen', 'karierę', 'prezes', 'koncernu', 'rekordowym'], 'title': 'Nowy prezes Orlenu. Kim jest Daniel Obajtek?', 'timestamp': '07 lutego 2018', 'source': 'tvn24'}", 'timestamp': '09 lutego 2018', 'author': 'Witold Gadomski', 'title': 'Prezes dał tej zmianie zielone światło. W korporacji nowy prezes Orlenu mógłby być specjalistą od BHP'}
			https://wiadomosci.wp.pl/prezes-orlenu-pracuje-4-dni-juz-natrafil-na-wieloletni-uklad-i-pewne-kliki-6218786080216705a	{'tags': ['Daniel Obajtek', 'prezes', 'Orlenu', 'prezesa', 'detektywistyczną', 'Newsweek', 'menedżera'], 'title': 'Prezes Orlenu pracuje 4 dni. Już natrafił na "wieloletni układ" i "pewne kliki"', 'author': 'TOMASZ MOLGA', 'timestamp': '10-02-2018'}
			https://bezprawnik.pl/nowy-prezes-orlenu/	{'tags': ['Wojciech Jasiński', 'prezesem', 'PKN Orlen', 'Jarosława Kaczyńskiego', 'Daniel Obajtek', 'wójtem', 'gminy Pcim', 'koncernów', 'ministrem skarbu', 'Rada Nadzorcza', 'Mirosław Kochalski'], 'title': 'Były wójt gminy Pcim został nowym prezesem Orlenu', 'timestamp': '06.02.2018', 'author': 'MATEUSZ MADEJSKI'}
			https://www.money.pl/gospodarka/wiadomosci/artykul/daniel-obajtek-nowy-prezes-pkn-orlen,179,0,2397875.html	{'tags': ['Europy', 'Daniel Obajtek', 'spółkę paliwową', 'rewolucja', 'prezes', 'oszczędnościowy', 'koncernu', 'Enerdze', 'Jarosława Kaczyńskiego', 'Wojciech Jasiński'], 'title': "Daniel Obajtek, nowa twarz PKN Orlen. Kim jest człowiek, który pokieruje paliwowym gigantem", 'author': 'Monika Suwart', 'timestamp': '07.02.2018'}
3	2	głód w korei	http://www.rmf24.pl/raporty/raport-korea-grozi/fakty/news-uciekinierka-z-korei-polnocnej-zatrzymana-za-wysylanie-ryzu-,nId,2546456	{'tags': ['Uciekinierka', 'Korei Północnej', 'zatrzymana', 'Korei Południowej', 'reżimu', 'wspieranie', 'Kim Dzong Una', 'północnokoreańskich', 'służb', 'tony', 'ryżu', 'Ministerstwa Bezpieczeństwa Państwa', 'Chin'], 'title': 'Uciekinierka z Korei Północnej zatrzymana za wysyłanie ryżu do Pjongjangu', 'author': 'az', 'timestamp': '18 lutego'}
			http://naszefakty.pl/news/22/12777/uciekinierka-z-korei-polnocnej-zatrzymana-za-wysylanie-ryzu-do-pjongjangu.html	{'tags': ['Uciekinierka', 'Korei Północnej', 'zatrzymana', 'Korei Południowej', 'oskarżona', 'wspieranie', 'reżimu', 'Kim Dzong Una', 'północnokoreańskich', 'ryżu', 'służb'], 'title': 'Uciekinierka z Korei Północnej zatrzymana za wysyłanie ryżu do Pjongjangu', 'timestamp': '18.02.2018'}
5	5	14 z nożem	https://wiadomosci.wp.pl/14-latka-zaatakowala-nozem-nauczycielke-6190507085113473a	{'tags': ['pedagoga', 'Ostródzie', 'Anna Balińska', 'Morągu', 'szkole podstawowej', 'rzeczniczka', 'policji', 'prasowa', 'ataku', 'Policja', 'uczennica', 'ugodzić', 'nożem', 'nauczycielkę', 'obrażeń'], 'title': '14-latka zaatakowała nożem nauczycielkę', 'author': 'ADAM PRZEGALIŃSKI', 'timestamp': '22-11-2017'}
			https://www.wprost.pl/kraj/10087989/14-latka-zaatakowala-nozem-szkolna-pedagog.html	{'tags': ['Szkole Podstawowej', 'Morągu', 'warmińsko-mazurskim', 'zaatakowała', 'nożem', 'pedagog', 'obezwładnić', 'uczennicę', 'Piotr Bułakowski', 'RMF FM', 'dziennikarz', 'Twitterze'], 'source': 'RMF 24', 'title': '14-latka zaatakowała nożem szkolną pedagog', 'timestamp': '22 listopada 2017'}
			http://fakty.interia.pl/warminsko-mazurskie/news-warminsko-mazurskie-14-latka-zaatakowala-nozem-nauczycielke,nId,2468727	{'tags': ['Szkole Podstawowej', 'Morągu', 'warmińsko-mazurskim', 'zaatakowała', 'klasy', 'nożem', 'szkolną pedagog', 'obezwładnić', 'uczennicę'], 'title': 'Warmińsko-mazurskie: 14-latka zaatakowała nożem nauczycielkę', 'timestamp': '22 listopada 2017', 'author': 'Piotr Bułakowski', 'source': 'RMF FM'}
			http://www.rmf24.pl/fakty/polska/news-warminsko-mazurskie-14-latka-zaatakowala-nozem-nauczycielke,nId,2468722	{'tags': ['Szkole Podstawowej', 'Morągu', 'warmińsko-mazurskim', 'uczennica', 'siódmej', 'klasy', 'zaatakowała', 'nożem', 'szkolną', 'pedagog'], 'title': 'Warmińsko-mazurskie: 14-latka zaatakowała nożem nauczycielkę', 'timestamp': '22 listopada 2017', 'author': 'Piotr Bułakowski', 'source': 'RMF FM'}
			https://www.o2.pl/artykul/latka-zaatakowala-nozem-nauczycielke-6190507085113473a	{'tags': ['pedagoga', 'szkole podstawowej', 'Morągu', 'Anna Balińska', 'Ostródzie', 'policji', 'rzeczniczka', 'ugodzić', 'nożem', 'nauczycielkę'], 'author': 'Adam Przegaliński', 'timestamp': '22.11.17', 'title': '14-latka zaatakowała nożem nauczycielkę'}
			http://wiadomosci.gazeta.pl/wiadomosci/7,114883,22681811,morag-uczennica-podstawowki-poszla-na-rozmowe-z-nauczycielka.html	{'tags': ['Morągu', 'zaatakowała', 'nożem', 'pedagożkę', 'obronić', 'ciosem', 'nóż', 'psychiatrycznie'], 'title': 'Morąg: Uczennica podstawówki poszła na rozmowę z nauczycielką. Nagle zaatakowała ją nożem', 'author': 'WB', 'timestamp': '22.11.2017'}
5	5	nowy ambasator	https://www.tvn24.pl/wiadomosci-ze-swiata,2/donald-trump-nominowal-georgette-mosbacher-na-ambasador-w-polsce,816054.html	{'tags': ['Prezydent', 'Donald Trump', 'nominował', 'Georgette Mosbacher', 'businesswoman', 'działaczkę społeczną', 'polityczną', 'Republikanami', 'USA', 'ambasadora', 'Warszawie', 'Polsce', 'nominację'], 'title': 'Nowa ambasador USA w Polsce mianowana', 'timestamp': '18 lutego 2018', 'source': 'PAP', 'author': 'js/'}
			https://wiadomosci.onet.pl/kraj/poznalismy-nazwisko-nowej-ambasador-usa-w-polsce/k6c9tjs	{'tags': ['Prezydent', 'Donald Trump', 'działaczkę', 'Partii Republikańskiej', 'Georgette Mosbacher', 'Stanów Zjednoczonych', 'Polsce', 'Biały Dom', 'ambasadora', 'kandydatura'], 'title': 'Poznaliśmy nazwisko nowej ambasador USA w Polsce', 'timestamp': '13 lut, 21:01', 'source': 'onet'}
			http://wyborcza.pl/7,75399,23020856,bedzie-nowy-ambasador-stanow-zjednoczonych-w-polsce.html	{'tags': ['Georgette Mosbacher', 'ambasador', 'USA', 'Polsce', 'Biały Dom', 'Donald Trump', 'prezydent', 'bizneswoman', 'Florydy', 'Partii Republikańskiej'], 'title': 'Będzie nowa ambasador USA w Polsce. Konsultantka biznesowa i zaufana Trumpa', 'author': 'Roman Imielski, Paweł Kośmiński', 'timestamp': '13 lutego 2018'}
			https://www.tvp.info/35999272/bedzie-nowa-ambasador-usa-w-polsce-to-bizneswoman-z-florydy	{'tags': ['Prezydent', 'USA', 'Donald Trump', 'bizneswoman', 'Florydy', 'członkini', 'amerykańskiej', 'komisji', 'dyplomacji publicznej', 'Georgette Mosbacher', 'ambasadorem', 'Stanów Zjednoczonych', 'Polsce', 'Biały Dom', 'kandydatura'], 'title': 'Będzie nowa ambasador USA w Polsce. To bizneswoman z Florydy', 'author': 'mg', 'timestamp': '13.02.2018', 'source': 'PAP'}
			https://wiadomosci.wp.pl/georgette-mosbacher-zostanie-nowa-ambasador-usa-w-polsce-6219995124598913a	{'tags': ['Donald Trump', 'Georgette Mosbacher', 'USA', 'ambasadorem', 'Polsce', 'Milionerka', 'stanowisko', 'Biały Dom', 'Paula W. Jonesa', 'Baracka Obamę'], 'title': 'Georgette Mosbacher zostanie nową ambasador USA w Polsce', 'author': 'MAGDALENA NAŁĘCZ', 'timestamp': '13-02-2018', 'source': 'reuters.com'}
			https://www.wprost.pl/kraj/10104233/jest-nazwisko-przyszlej-ambasador-usa-w-polsce-to-bizneswoman-z-florydy.html	{'tags': ['Georgette Mosbacher', 'bizneswoman', 'Florydy', 'ambasadorem', 'USA', 'Polsce', 'Reutera', 'agencja', 'Białego Domu', 'komunikat', 'Warszawie', 'Stanów Zjednoczonych', 'Jack Posobiec'], 'title': 'Jest nazwisko przyszłej ambasador USA w Polsce. To bizneswoman z Florydy', 'timestamp': '2018-02-13', 'source': 'reuters'}
			https://www.rmf.fm/magazyn/news,14546,georgette-mosbacher-nowa-ambasador-usa-w-polsce-kim-jest-lwica-salonow.html	{'tags': ['Prezydent', 'Donald Trump', 'działaczkę', 'Partii Republikańskiej', 'Georgette Mosbacher', 'stanowisko', 'ambasadora', 'Stanów Zjednoczonych', 'Polsce', 'Tomasz Olbratowski', 'Robert Karpowic', 'RMF FM', 'Senatu', 'kandydatura'], 'title': 'Georgette Mosbacher nową ambasador USA w Polsce. Kim jest "lwica salonów"?', 'timestamp': '16 lutego 2018', 'source': 'PAP'}
5	5	prezydent rpa zuma rezygnuje	https://www.tvn24.pl/wiadomosci-ze-swiata,2/prezydent-rpa-jacob-zuma-rezygnuje,815176.html	{'tags': ['Jacob Zuma', 'zrezygnował', 'stanowiska', 'prezydenta', 'Afrykański Kongres Narodowy', 'ultimatum', 'dymisji', 'Zarzuty', 'oskarżenia', 'prokuraturę', 'Republiki Południowej Afryki'], 'title': 'Pogrążyły go korupcyjne skandale i własna partia. Prezydent RPA ustępuje z urzędu', 'author': 'mtom', 'timestamp': '14 lutego 2018', 'source':'reuters, pap'}
			http://wyborcza.pl/7,75399,23026051,jacob-zuma-zrezygnowal-z-urzedu-prezydenta-rpa.html	{'tags': ['oświadczeniu', 'Afrykański Kongres Narodowy', 'ANC', 'partia', 'Cyrila Ramaphosę', 'lidera', 'prezydenta', 'Jacob Zuma'], 'title': 'Jacob Zuma zrezygnował z urzędu prezydenta RPA', 'author': 'Michał Wilgocki', 'timestamp': '14 lutego 2018'}
			https://www.wprost.pl/swiat/10104522/jego-odejscia-chciala-wlasna-partia-jacob-zuma-zrezygnowal-z-urzedu-prezydenta-rpa.html	{'tags': ['Guptów', 'ANC', 'polityk', 'Republiki Południowej Afryki', 'orędziu', 'Afrykańskiego Kongresu Narodowego', 'ultimatum', 'Jacob Zuma', 'rezygnuje', 'urzędu'], 'title': 'Jego odejścia chciała własna partia. Jacob Zuma zrezygnował z urzędu prezydenta RPA', 'timestamp': '2018-02-14', 'source': 'bbc'}
			https://wiadomosci.onet.pl/swiat/prezydent-rpa-zrezygnowal-z-urzedu-to-reakcja-na-ultimatum-kongresu-narodowego/f1pwd6l	{'tags': ['Prezydent', 'Republiki Południowej Afryki', 'Jacob Zuma', 'ustępuje', 'stanowiska', 'ultimatum', 'Afrykański Kongres Narodowy', 'orędziu', 'pożegnalnym', 'ANC', 'korupcyjnych', 'Rezygnacja'], 'title': 'Prezydent RPA zrezygnował z urzędu. To reakcja na ultimatum Kongresu Narodowego', 'timestamp': '14 lut,', 'author': 'aaw', 'source': 'PAP'}
			http://www.rp.pl/Polityka/180219621-Prezydent-RPA-jednak-podal-sie-do-dymisji.html	{'tags': ['Jacob Zuma', 'prezydent', 'Republiki Południowej Afryki', 'zrezygnował', 'urzędu', 'narodu', 'Afrykański Kongres Narodowy', 'ANC', 'prezydenta', 'dymisji', 'ultimatum', 'wotum nieufności'], 'title': 'Prezydent RPA jednak podał się do dymisji', 'timestamp': '14.02.2018', 'author': 'qm', 'source': 'rp.pl'}
			http://www.radiomaryja.pl/informacje/rpa-rezygnacji-zumy-ramaphosa-zostanie-wybrany-prezydenta/	{'tags': ['biznesmen', 'Cyril Ramaphosa', 'parlament', 'RPA', 'Afrykański Kongres Narodowy Południowej Afryki', 'ANC', 'Jacoba Zumę', 'polityczny', 'kryzys', 'rezygnację', 'prezydenta', 'korupcyjne'], 'timestamp': '15 lutego 2018', 'title': 'RPA: PO REZYGNACJI ZUMY RAMAPHOSA ZOSTANIE WYBRANY NA PREZYDENTA', 'source': 'PAP/RIRM'}
5	5	napad w piszu	http://www.rmf24.pl/fakty/polska/news-pisz-napad-na-wlasciciela-kantoru-padly-strzaly-policja-szuk,nId,2546119	{'tags': ['sprawców', 'kantoru', 'Zamaskowane', 'Rybackiej', 'Piszu', 'passata', 'Piotra Bułakowskiego', 'napadło'], 'title': 'Pisz: Napad na właściciela kantoru. Padły strzały, policja szuka sprawców', 'timestamp': '16 lutego', 'author': 'Piotr Bułakowski', 'source': 'mn'}
			http://natemat.pl/230317,brutalny-napad-na-kantor-w-piszu-padly-strzaly	{'tags': ['Piszu', 'Napad', 'właściciela', 'kantoru', 'strzały', 'samochód', 'Rybackiej', 'pieniędzy', 'bandyci.', 'Policja', 'obławę'], 'title': 'Dramatyczne sceny w Piszu. Napad na właściciela kantoru. Padły strzały', 'author': 'Kamil Dachnij', 'timestamp': '17 lutego 2018', 'source': 'rmf24.pl"'}
			https://www.tvp.info/36040569/napad-na-kantor-w-piszu-padly-strzaly-policja-sciga-sprawcow	{'tags': ['Policja', 'sprawców', 'napadu', 'kantor', 'walut', 'Piszu', 'warmińsko-mazurskie', 'kantoru', 'napastników', 'policji', 'zamaskowanych'], 'title': 'Napad na kantor w Piszu, padły strzały. Policja ściga sprawców', 'timestamp': '16.02.2018', 'author': 'tm, ak', 'source': 'PAP'}
			http://olsztyn.wyborcza.pl/olsztyn/7,48726,23035439,napad-na-kantor-w-piszu-padly-strzaly-w-strone-vw.html	{'tags': ['Napad', 'Piszu', 'kantor', 'strzały', 'Rybackiej', 'Policja', 'passatem', 'volkswagenem'], 'title': 'Napad na kantor w Piszu. Padły strzały w stronę VW', 'author': 'Iwona Görke, nok', 'timestamp': '17 lutego 2018'}
			https://www.tvn24.pl/wiadomosci-z-kraju,3/napad-na-wlasciciela-kantoru-w-piszu-policja-szuka-sprawcow,815739.html	{'tags': ['Policja', 'Napad', 'właściciela', 'kantoru', 'Piszu', 'Padły', 'strzały', 'walut', 'bandyci', 'Rybackiej'], 'title': 'Napad na właściciela kantoru w Piszu, padły strzały', 'timestamp': '17 lutego 2018', 'source': 'PAP', 'author': 'JZ,mnd/mtom'}
